starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 08 21:01:06 2014	1402254066	0	70	70	68
Sun Jun 08 21:01:06 2014	1402254066	0	70	70	69
Sun Jun 08 21:01:06 2014	1402254066	0	70	70	70
Sun Jun 08 21:01:21 2014	1402254081	0	70	70	69
Sun Jun 08 21:01:07 2014	1402254067	0	70	70	69
Sun Jun 08 21:01:18 2014	1402254078	0	70	70	69
Sun Jun 08 21:01:11 2014	1402254071	0	70	70	70
Sun Jun 08 21:01:07 2014	1402254067	0	71	71	70
Sun Jun 08 21:01:18 2014	1402254078	0	71	71	71
Sun Jun 08 21:01:09 2014	1402254069	0	71	71	71
Sun Jun 08 21:01:14 2014	1402254074	0	71	71	71
Sun Jun 08 21:01:09 2014	1402254069	0	71	71	71
Sun Jun 08 21:01:07 2014	1402254067	0	71	71	71
Sun Jun 08 21:01:06 2014	1402254066	0	71	71	71
Sun Jun 08 21:01:07 2014	1402254067	0	72	72	71
Sun Jun 08 21:01:14 2014	1402254074	0	72	72	71
Sun Jun 08 21:01:19 2014	1402254079	0	72	72	71
Sun Jun 08 21:01:19 2014	1402254079	0	72	72	71
Sun Jun 08 21:01:07 2014	1402254067	0	72	72	71
Sun Jun 08 21:01:12 2014	1402254072	0	72	72	71
Sun Jun 08 21:01:12 2014	1402254072	0	72	72	71
Sun Jun 08 21:01:07 2014	1402254067	0	72	72	72
Sun Jun 08 21:01:19 2014	1402254079	0	72	72	71
Sun Jun 08 21:01:18 2014	1402254078	0	72	72	72
Sun Jun 08 21:01:19 2014	1402254079	0	72	72	72
Sun Jun 08 21:01:21 2014	1402254081	0	72	72	72
Sun Jun 08 21:01:19 2014	1402254079	0	72	72	72
Sun Jun 08 21:01:06 2014	1402254066	0	73	73	72
Sun Jun 08 21:01:11 2014	1402254071	0	73	73	72
Sun Jun 08 21:01:19 2014	1402254079	0	73	73	71
Sun Jun 08 21:00:38 2014	1402254038	0	73	73	72
Sun Jun 08 21:01:14 2014	1402254074	0	73	73	73
Sun Jun 08 21:01:19 2014	1402254079	0	73	73	73
Sun Jun 08 21:01:21 2014	1402254081	0	73	73	73
Sun Jun 08 21:01:19 2014	1402254079	0	74	74	73
Sun Jun 08 21:01:07 2014	1402254067	0	74	74	73
Sun Jun 08 21:01:11 2014	1402254071	0	74	74	73
Sun Jun 08 21:01:14 2014	1402254074	0	74	74	73
Sun Jun 08 21:01:11 2014	1402254071	0	74	74	73
Sun Jun 08 21:01:07 2014	1402254067	0	74	74	73
Sun Jun 08 21:01:07 2014	1402254067	0	74	74	73
Sun Jun 08 21:01:14 2014	1402254074	0	74	74	73
Sun Jun 08 21:01:07 2014	1402254067	0	74	74	73
Sun Jun 08 21:01:14 2014	1402254074	0	74	74	73
Sun Jun 08 21:01:09 2014	1402254069	0	74	74	74
Sun Jun 08 21:01:12 2014	1402254072	0	74	74	74
Sun Jun 08 21:01:06 2014	1402254066	0	74	74	74
Sun Jun 08 21:01:07 2014	1402254067	0	74	74	74
Sun Jun 08 21:01:09 2014	1402254069	0	74	74	74
Sun Jun 08 21:01:14 2014	1402254074	0	74	74	74
Sun Jun 08 21:01:11 2014	1402254071	0	74	74	74
Sun Jun 08 21:01:06 2014	1402254066	0	74	74	74
Sun Jun 08 21:01:07 2014	1402254067	0	74	74	74
Sun Jun 08 21:01:16 2014	1402254076	0	74	74	74
Sun Jun 08 21:01:12 2014	1402254072	0	74	74	74
Sun Jun 08 21:01:07 2014	1402254067	0	74	74	74
Sun Jun 08 21:01:11 2014	1402254071	0	74	74	74
Sun Jun 08 21:01:07 2014	1402254067	0	74	74	74
Sun Jun 08 21:01:18 2014	1402254078	0	75	75	74
Sun Jun 08 21:01:07 2014	1402254067	0	75	75	74
Sun Jun 08 21:01:19 2014	1402254079	0	75	75	74
Sun Jun 08 21:01:15 2014	1402254075	0	75	75	74
Sun Jun 08 21:01:12 2014	1402254072	0	75	75	74
Sun Jun 08 21:01:07 2014	1402254067	0	75	75	74
Sun Jun 08 21:01:19 2014	1402254079	0	75	75	74
Sun Jun 08 21:01:21 2014	1402254081	0	75	75	74
Sun Jun 08 21:01:12 2014	1402254072	0	75	75	75
Sun Jun 08 21:01:07 2014	1402254067	0	75	75	75
Sun Jun 08 21:01:19 2014	1402254079	0	75	75	75
Sun Jun 08 21:01:09 2014	1402254069	0	75	75	75
Sun Jun 08 21:01:12 2014	1402254072	0	75	75	75
Sun Jun 08 21:01:11 2014	1402254071	0	76	76	74
Sun Jun 08 21:01:09 2014	1402254069	0	76	76	76
Sun Jun 08 21:01:15 2014	1402254075	0	76	76	76
Sun Jun 08 21:01:13 2014	1402254073	0	76	76	74
Sun Jun 08 21:01:18 2014	1402254078	0	76	76	76
Sun Jun 08 21:01:19 2014	1402254079	0	76	76	76
Sun Jun 08 21:01:14 2014	1402254074	0	76	76	76
Sun Jun 08 21:01:14 2014	1402254074	0	76	76	76
Sun Jun 08 21:01:15 2014	1402254075	0	76	76	76
Sun Jun 08 21:01:10 2014	1402254070	0	76	76	76
Sun Jun 08 21:01:15 2014	1402254075	0	76	76	76
Sun Jun 08 21:01:16 2014	1402254076	0	77	77	76
Sun Jun 08 21:01:18 2014	1402254078	0	77	77	76
Sun Jun 08 21:01:11 2014	1402254071	0	77	77	76
Sun Jun 08 21:01:09 2014	1402254069	0	77	77	76
Sun Jun 08 21:01:18 2014	1402254078	0	77	77	76
Sun Jun 08 21:01:06 2014	1402254066	0	77	77	76
Sun Jun 08 21:01:07 2014	1402254067	0	77	77	77
Sun Jun 08 21:01:12 2014	1402254072	0	77	77	76
Sun Jun 08 21:01:11 2014	1402254071	0	77	77	77
Sun Jun 08 21:01:18 2014	1402254078	0	77	77	76
Sun Jun 08 21:01:09 2014	1402254069	0	77	77	76
Sun Jun 08 21:01:07 2014	1402254067	0	77	77	76
Sun Jun 08 21:01:15 2014	1402254075	0	77	77	76
Sun Jun 08 21:01:12 2014	1402254072	0	77	77	76
Sun Jun 08 21:01:07 2014	1402254067	0	77	77	77
Sun Jun 08 21:01:18 2014	1402254078	0	77	77	77
Sun Jun 08 21:01:18 2014	1402254078	0	77	77	76
Sun Jun 08 21:01:14 2014	1402254074	0	77	77	77
Sun Jun 08 21:01:10 2014	1402254070	0	77	77	77
Sun Jun 08 21:00:41 2014	1402254041	0	77	77	77
Sun Jun 08 21:01:15 2014	1402254075	0	77	77	77
Sun Jun 08 21:01:18 2014	1402254078	0	77	77	77
Sun Jun 08 21:01:18 2014	1402254078	0	77	77	77
Sun Jun 08 21:01:14 2014	1402254074	0	77	77	77
Sun Jun 08 21:01:07 2014	1402254067	0	77	77	77
Sun Jun 08 21:01:18 2014	1402254078	0	77	77	77
Sun Jun 08 21:01:19 2014	1402254079	0	77	77	77
Sun Jun 08 21:01:14 2014	1402254074	0	77	77	77
Sun Jun 08 21:01:12 2014	1402254072	0	77	77	77
Sun Jun 08 21:01:18 2014	1402254078	0	78	78	77
Sun Jun 08 21:00:39 2014	1402254039	0	78	78	77
Sun Jun 08 21:01:14 2014	1402254074	0	78	78	77
Sun Jun 08 21:01:09 2014	1402254069	0	78	78	77
Sun Jun 08 21:01:18 2014	1402254078	0	78	78	77
Sun Jun 08 21:01:18 2014	1402254078	0	78	78	77
Sun Jun 08 21:01:14 2014	1402254074	0	78	78	78
Sun Jun 08 21:01:18 2014	1402254078	0	78	78	77
Sun Jun 08 21:01:19 2014	1402254079	0	78	78	78
Sun Jun 08 21:01:18 2014	1402254078	0	78	78	77
Sun Jun 08 21:01:06 2014	1402254066	0	78	78	78
Sun Jun 08 21:01:19 2014	1402254079	0	78	78	78
Sun Jun 08 21:01:12 2014	1402254072	0	78	78	78
Sun Jun 08 21:01:15 2014	1402254075	0	78	78	78
Sun Jun 08 21:01:18 2014	1402254078	0	78	78	78
Sun Jun 08 21:00:38 2014	1402254038	0	78	78	78
Sun Jun 08 21:01:18 2014	1402254078	0	79	79	78
Sun Jun 08 21:01:21 2014	1402254081	0	79	79	78
Sun Jun 08 21:01:06 2014	1402254066	0	79	79	78
Sun Jun 08 21:01:09 2014	1402254069	0	79	79	78
Sun Jun 08 21:01:07 2014	1402254067	0	79	79	78
Sun Jun 08 21:01:18 2014	1402254078	0	79	79	78
Sun Jun 08 21:01:11 2014	1402254071	0	79	79	79
Sun Jun 08 21:01:13 2014	1402254073	0	79	79	79
Sun Jun 08 21:01:18 2014	1402254078	0	79	79	79
Sun Jun 08 21:01:13 2014	1402254073	0	79	79	79
Sun Jun 08 21:01:14 2014	1402254074	0	79	79	79
Sun Jun 08 21:01:09 2014	1402254069	0	79	79	79
Sun Jun 08 21:01:19 2014	1402254079	0	79	79	79
Sun Jun 08 21:01:06 2014	1402254066	0	79	79	79
Sun Jun 08 21:01:13 2014	1402254073	0	79	79	78
Sun Jun 08 21:01:15 2014	1402254075	0	79	79	79
Sun Jun 08 21:01:12 2014	1402254072	0	79	79	79
Sun Jun 08 21:01:14 2014	1402254074	0	79	79	79
Sun Jun 08 21:01:18 2014	1402254078	0	79	79	79
Sun Jun 08 21:01:15 2014	1402254075	0	79	79	79
Sun Jun 08 21:01:18 2014	1402254078	0	79	79	79
Sun Jun 08 21:01:21 2014	1402254081	0	80	80	79
Sun Jun 08 21:01:14 2014	1402254074	0	80	80	79
Sun Jun 08 21:01:07 2014	1402254067	0	80	80	79
Sun Jun 08 21:01:06 2014	1402254066	0	80	80	79
Sun Jun 08 21:01:21 2014	1402254081	0	80	80	79
Sun Jun 08 21:01:08 2014	1402254068	0	80	80	79
Sun Jun 08 21:01:15 2014	1402254075	0	80	80	79
Sun Jun 08 21:01:19 2014	1402254079	0	80	80	79
Sun Jun 08 21:01:14 2014	1402254074	0	80	80	79
Sun Jun 08 21:01:08 2014	1402254068	0	80	80	79
Sun Jun 08 21:01:15 2014	1402254075	0	80	80	79
Sun Jun 08 21:01:15 2014	1402254075	0	80	80	79
Sun Jun 08 21:01:19 2014	1402254079	0	80	80	79
Sun Jun 08 21:01:07 2014	1402254067	0	80	80	79
Sun Jun 08 21:01:18 2014	1402254078	0	80	80	79
Sun Jun 08 21:01:15 2014	1402254075	0	80	80	79
Sun Jun 08 21:01:11 2014	1402254071	0	80	80	79
Sun Jun 08 21:01:07 2014	1402254067	0	80	80	79
Sun Jun 08 21:01:20 2014	1402254080	0	80	80	80
Sun Jun 08 21:01:07 2014	1402254067	0	80	80	79
Sun Jun 08 21:01:16 2014	1402254076	0	80	80	79
Sun Jun 08 21:01:09 2014	1402254069	0	80	80	79
Sun Jun 08 21:01:07 2014	1402254067	0	80	80	79
Sun Jun 08 21:01:11 2014	1402254071	0	80	80	79
Sun Jun 08 21:01:15 2014	1402254075	0	80	80	79
Sun Jun 08 21:01:18 2014	1402254078	0	80	80	79
Sun Jun 08 21:01:11 2014	1402254071	0	80	80	79
Sun Jun 08 21:01:18 2014	1402254078	0	80	80	79
Sun Jun 08 21:01:14 2014	1402254074	0	80	80	80
Sun Jun 08 21:01:10 2014	1402254070	0	80	80	80
Sun Jun 08 21:01:11 2014	1402254071	0	80	80	80
Sun Jun 08 21:01:18 2014	1402254078	0	80	80	79
Sun Jun 08 21:01:18 2014	1402254078	0	80	80	80
Sun Jun 08 21:01:07 2014	1402254067	0	80	80	80
Sun Jun 08 21:01:08 2014	1402254068	0	81	81	80
Sun Jun 08 21:01:08 2014	1402254068	0	81	81	80
Sun Jun 08 21:01:13 2014	1402254073	0	81	81	79
Sun Jun 08 21:01:20 2014	1402254080	0	81	81	79
Sun Jun 08 21:00:41 2014	1402254041	0	81	81	81
Sun Jun 08 21:01:09 2014	1402254069	0	81	81	81
Sun Jun 08 21:01:11 2014	1402254071	0	81	81	81
Sun Jun 08 21:01:14 2014	1402254074	0	81	81	81
Sun Jun 08 21:01:09 2014	1402254069	0	81	81	81
Sun Jun 08 21:01:06 2014	1402254066	0	81	81	81
Sun Jun 08 21:01:11 2014	1402254071	0	81	81	81
Sun Jun 08 21:01:18 2014	1402254078	0	82	82	81
Sun Jun 08 21:01:14 2014	1402254074	0	82	82	81
Sun Jun 08 21:01:18 2014	1402254078	0	82	82	81
Sun Jun 08 21:01:20 2014	1402254080	0	82	82	81
Sun Jun 08 21:01:15 2014	1402254075	0	82	82	81
Sun Jun 08 21:01:11 2014	1402254071	0	82	82	81
Sun Jun 08 21:01:19 2014	1402254079	0	82	82	81
Sun Jun 08 21:01:15 2014	1402254075	0	82	82	81
Sun Jun 08 21:01:20 2014	1402254080	0	82	82	81
Sun Jun 08 21:01:15 2014	1402254075	0	82	82	81
Sun Jun 08 21:01:16 2014	1402254076	0	82	82	81
Sun Jun 08 21:01:14 2014	1402254074	0	82	82	81
Sun Jun 08 21:01:10 2014	1402254070	0	82	82	81
Sun Jun 08 21:01:16 2014	1402254076	0	82	82	81
Sun Jun 08 21:01:12 2014	1402254072	0	82	82	81
Sun Jun 08 21:01:11 2014	1402254071	0	82	82	81
Sun Jun 08 21:01:09 2014	1402254069	0	82	82	81
Sun Jun 08 21:01:18 2014	1402254078	0	82	82	81
Sun Jun 08 21:01:07 2014	1402254067	0	82	82	81
Sun Jun 08 21:01:09 2014	1402254069	0	82	82	81
Sun Jun 08 21:01:06 2014	1402254066	0	82	82	81
Sun Jun 08 21:01:07 2014	1402254067	0	82	82	81
Sun Jun 08 21:01:10 2014	1402254070	0	82	82	81
Sun Jun 08 21:01:11 2014	1402254071	0	82	82	82
Sun Jun 08 21:01:18 2014	1402254078	0	82	82	81
Sun Jun 08 21:01:07 2014	1402254067	0	82	82	81
Sun Jun 08 21:01:19 2014	1402254079	0	82	82	81
Sun Jun 08 21:01:18 2014	1402254078	0	82	82	81
Sun Jun 08 21:01:10 2014	1402254070	0	82	82	82
Sun Jun 08 21:01:13 2014	1402254073	0	82	82	82
Sun Jun 08 21:01:13 2014	1402254073	0	82	82	82
Sun Jun 08 21:01:17 2014	1402254077	0	82	82	82
Sun Jun 08 21:01:06 2014	1402254066	0	82	82	82
Sun Jun 08 21:01:07 2014	1402254067	0	82	82	82
Sun Jun 08 21:01:13 2014	1402254073	0	82	82	82
Sun Jun 08 21:01:15 2014	1402254075	0	82	82	82
Sun Jun 08 21:01:18 2014	1402254078	0	82	82	82
Sun Jun 08 21:01:08 2014	1402254068	0	82	82	82
Sun Jun 08 21:01:14 2014	1402254074	0	82	82	81
Sun Jun 08 21:01:09 2014	1402254069	0	82	82	82
Sun Jun 08 21:01:14 2014	1402254074	0	82	82	82
Sun Jun 08 21:01:11 2014	1402254071	0	82	82	82
Sun Jun 08 21:01:06 2014	1402254066	0	82	82	82
Sun Jun 08 21:01:18 2014	1402254078	0	82	82	82
Sun Jun 08 21:01:08 2014	1402254068	0	82	82	82
Sun Jun 08 21:01:17 2014	1402254077	0	82	82	82
Sun Jun 08 21:00:39 2014	1402254039	0	82	82	82
Sun Jun 08 21:01:20 2014	1402254080	0	82	82	82
Sun Jun 08 21:01:20 2014	1402254080	0	82	82	82
Sun Jun 08 21:01:19 2014	1402254079	0	82	82	82
Sun Jun 08 21:01:13 2014	1402254073	0	82	82	82
Sun Jun 08 21:01:19 2014	1402254079	0	82	82	82
Sun Jun 08 21:01:18 2014	1402254078	0	82	82	82
Sun Jun 08 21:01:07 2014	1402254067	0	82	82	82
Sun Jun 08 21:01:20 2014	1402254080	0	82	82	82
Sun Jun 08 21:01:11 2014	1402254071	0	82	82	82
Sun Jun 08 21:01:14 2014	1402254074	0	82	82	82
Sun Jun 08 21:01:20 2014	1402254080	0	83	83	82
Sun Jun 08 21:01:08 2014	1402254068	0	83	83	81
Sun Jun 08 21:01:14 2014	1402254074	0	83	83	79
Sun Jun 08 21:01:11 2014	1402254071	0	83	83	80
Sun Jun 08 21:01:18 2014	1402254078	0	83	83	82
Sun Jun 08 21:01:11 2014	1402254071	0	83	83	82
Sun Jun 08 21:01:09 2014	1402254069	0	83	83	83
Sun Jun 08 21:01:08 2014	1402254068	0	83	83	83
Sun Jun 08 21:01:20 2014	1402254080	0	83	83	82
Sun Jun 08 21:01:18 2014	1402254078	0	83	83	82
Sun Jun 08 21:01:14 2014	1402254074	0	83	83	82
Sun Jun 08 21:01:20 2014	1402254080	0	83	83	82
Sun Jun 08 21:01:21 2014	1402254081	0	83	83	82
Sun Jun 08 21:01:12 2014	1402254072	0	83	83	83
Sun Jun 08 21:01:11 2014	1402254071	0	83	83	83
Sun Jun 08 21:01:15 2014	1402254075	0	83	83	83
Sun Jun 08 21:01:14 2014	1402254074	0	83	83	83
Sun Jun 08 21:01:13 2014	1402254073	0	83	83	83
Sun Jun 08 21:01:19 2014	1402254079	0	83	83	83
Sun Jun 08 21:01:19 2014	1402254079	0	83	83	83
Sun Jun 08 21:01:15 2014	1402254075	0	83	83	83
Sun Jun 08 21:00:41 2014	1402254041	0	83	83	83
Sun Jun 08 21:01:09 2014	1402254069	0	83	83	83
Sun Jun 08 21:01:12 2014	1402254072	0	83	83	83
Sun Jun 08 21:01:20 2014	1402254080	0	84	84	83
Sun Jun 08 21:01:18 2014	1402254078	0	84	84	83
Sun Jun 08 21:01:15 2014	1402254075	0	84	84	83
Sun Jun 08 21:01:19 2014	1402254079	0	84	84	83
Sun Jun 08 21:01:15 2014	1402254075	0	84	84	83
Sun Jun 08 21:01:07 2014	1402254067	0	84	84	84
Sun Jun 08 21:01:19 2014	1402254079	0	84	84	83
Sun Jun 08 21:01:13 2014	1402254073	0	84	84	83
Sun Jun 08 21:01:20 2014	1402254080	0	84	84	83
Sun Jun 08 21:01:20 2014	1402254080	0	84	84	83
Sun Jun 08 21:01:14 2014	1402254074	0	84	84	84
Sun Jun 08 21:01:18 2014	1402254078	0	84	84	84
Sun Jun 08 21:01:19 2014	1402254079	0	84	84	84
Sun Jun 08 21:01:07 2014	1402254067	0	84	84	84
Sun Jun 08 21:01:19 2014	1402254079	0	84	84	84
Sun Jun 08 21:01:13 2014	1402254073	0	84	84	84
Sun Jun 08 21:01:20 2014	1402254080	0	84	84	84
Sun Jun 08 21:01:11 2014	1402254071	0	84	84	84
Sun Jun 08 21:01:08 2014	1402254068	0	84	84	84
Sun Jun 08 21:01:08 2014	1402254068	0	84	84	84
Sun Jun 08 21:01:06 2014	1402254066	0	84	84	84
Sun Jun 08 21:01:14 2014	1402254074	0	84	84	84
Sun Jun 08 21:01:15 2014	1402254075	0	84	84	84
Sun Jun 08 21:00:41 2014	1402254041	0	84	84	84
Sun Jun 08 21:01:07 2014	1402254067	0	84	84	84
Sun Jun 08 21:01:09 2014	1402254069	0	84	84	84
Sun Jun 08 21:01:13 2014	1402254073	0	84	84	84
Sun Jun 08 21:01:13 2014	1402254073	0	84	84	84
Sun Jun 08 21:01:08 2014	1402254068	0	84	84	84
Sun Jun 08 21:01:13 2014	1402254073	0	85	85	84
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	84
Sun Jun 08 21:01:15 2014	1402254075	0	85	85	84
Sun Jun 08 21:01:13 2014	1402254073	0	85	85	84
Sun Jun 08 21:01:08 2014	1402254068	0	85	85	84
Sun Jun 08 21:01:13 2014	1402254073	0	85	85	84
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	84
Sun Jun 08 21:01:08 2014	1402254068	0	85	85	84
Sun Jun 08 21:01:08 2014	1402254068	0	85	85	84
Sun Jun 08 21:01:12 2014	1402254072	0	85	85	84
Sun Jun 08 21:01:12 2014	1402254072	0	85	85	85
Sun Jun 08 21:01:15 2014	1402254075	0	85	85	84
Sun Jun 08 21:01:20 2014	1402254080	0	85	85	84
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	84
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	84
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	84
Sun Jun 08 21:01:06 2014	1402254066	0	85	85	84
Sun Jun 08 21:01:16 2014	1402254076	0	85	85	84
Sun Jun 08 21:01:13 2014	1402254073	0	85	85	84
Sun Jun 08 21:01:17 2014	1402254077	0	85	85	84
Sun Jun 08 21:01:07 2014	1402254067	0	85	85	84
Sun Jun 08 21:01:07 2014	1402254067	0	85	85	84
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	84
Sun Jun 08 21:01:19 2014	1402254079	0	85	85	84
Sun Jun 08 21:01:15 2014	1402254075	0	85	85	84
Sun Jun 08 21:01:07 2014	1402254067	0	85	85	84
Sun Jun 08 21:01:08 2014	1402254068	0	85	85	84
Sun Jun 08 21:01:09 2014	1402254069	0	85	85	84
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	84
Sun Jun 08 21:01:15 2014	1402254075	0	85	85	84
Sun Jun 08 21:01:19 2014	1402254079	0	85	85	84
Sun Jun 08 21:01:07 2014	1402254067	0	85	85	84
Sun Jun 08 21:01:09 2014	1402254069	0	85	85	84
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	84
Sun Jun 08 21:01:07 2014	1402254067	0	85	85	84
Sun Jun 08 21:01:14 2014	1402254074	0	85	85	84
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	84
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	84
Sun Jun 08 21:01:14 2014	1402254074	0	85	85	84
Sun Jun 08 21:01:19 2014	1402254079	0	85	85	85
Sun Jun 08 21:01:13 2014	1402254073	0	85	85	85
Sun Jun 08 21:01:14 2014	1402254074	0	85	85	84
Sun Jun 08 21:01:19 2014	1402254079	0	85	85	84
Sun Jun 08 21:01:15 2014	1402254075	0	85	85	84
Sun Jun 08 21:01:14 2014	1402254074	0	85	85	85
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	84
Sun Jun 08 21:01:06 2014	1402254066	0	85	85	85
Sun Jun 08 21:01:08 2014	1402254068	0	85	85	85
Sun Jun 08 21:01:15 2014	1402254075	0	85	85	85
Sun Jun 08 21:01:07 2014	1402254067	0	85	85	85
Sun Jun 08 21:01:14 2014	1402254074	0	85	85	85
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	85
Sun Jun 08 21:01:18 2014	1402254078	0	85	85	85
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	85
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	85
Sun Jun 08 21:01:09 2014	1402254069	0	85	85	85
Sun Jun 08 21:01:20 2014	1402254080	0	85	85	85
Sun Jun 08 21:01:14 2014	1402254074	0	85	85	85
Sun Jun 08 21:01:14 2014	1402254074	0	85	85	82
Sun Jun 08 21:01:09 2014	1402254069	0	85	85	85
Sun Jun 08 21:01:15 2014	1402254075	0	85	85	85
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	85
Sun Jun 08 21:01:07 2014	1402254067	0	85	85	85
Sun Jun 08 21:01:07 2014	1402254067	0	85	85	85
Sun Jun 08 21:01:10 2014	1402254070	0	85	85	85
Sun Jun 08 21:01:13 2014	1402254073	0	85	85	85
Sun Jun 08 21:01:07 2014	1402254067	0	85	85	85
Sun Jun 08 21:01:15 2014	1402254075	0	85	85	85
Sun Jun 08 21:01:15 2014	1402254075	0	85	85	85
Sun Jun 08 21:01:14 2014	1402254074	0	85	85	85
Sun Jun 08 21:01:13 2014	1402254073	0	85	85	85
Sun Jun 08 21:01:14 2014	1402254074	0	85	85	84
Sun Jun 08 21:01:13 2014	1402254073	0	85	85	85
Sun Jun 08 21:01:09 2014	1402254069	0	85	85	85
Sun Jun 08 21:01:15 2014	1402254075	0	85	85	85
Sun Jun 08 21:01:07 2014	1402254067	0	86	86	85
Sun Jun 08 21:01:08 2014	1402254068	0	86	86	85
Sun Jun 08 21:01:12 2014	1402254072	0	86	86	85
Sun Jun 08 21:01:13 2014	1402254073	0	86	86	85
Sun Jun 08 21:01:10 2014	1402254070	0	86	86	85
Sun Jun 08 21:01:14 2014	1402254074	0	86	86	85
Sun Jun 08 21:01:10 2014	1402254070	0	86	86	85
Sun Jun 08 21:01:07 2014	1402254067	0	86	86	85
Sun Jun 08 21:01:21 2014	1402254081	0	86	86	85
