starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 09 17:29:33 2014	1402327773	0	5344	5344	220
Mon Jun 09 17:29:20 2014	1402327760	0	5382	5382	1097
Mon Jun 09 17:29:19 2014	1402327759	110	5508	5617	2008
Mon Jun 09 17:29:26 2014	1402327766	0	5638	5638	175
Mon Jun 09 17:29:32 2014	1402327772	0	6155	6155	212
Mon Jun 09 17:29:19 2014	1402327759	114	6162	6277	843
Mon Jun 09 17:29:33 2014	1402327773	0	6390	6390	243
Mon Jun 09 17:29:27 2014	1402327767	0	6637	6637	1025
Mon Jun 09 17:29:19 2014	1402327759	129	6784	6913	980
Mon Jun 09 17:29:29 2014	1402327769	0	6997	6997	3929
Mon Jun 09 17:29:19 2014	1402327759	125	7117	7243	1499
Mon Jun 09 17:29:21 2014	1402327761	0	7347	7347	216
Mon Jun 09 17:29:33 2014	1402327773	0	7388	7388	263
Mon Jun 09 17:29:19 2014	1402327759	118	7418	7537	3800
Mon Jun 09 17:29:23 2014	1402327763	0	7674	7674	194
Mon Jun 09 17:29:31 2014	1402327771	0	8314	8314	7835
Mon Jun 09 17:29:23 2014	1402327763	0	8561	8561	230
Mon Jun 09 17:29:31 2014	1402327771	0	8578	8578	2139
Mon Jun 09 17:29:27 2014	1402327767	0	8643	8643	212
Mon Jun 09 17:29:27 2014	1402327767	0	8726	8726	217
Mon Jun 09 17:29:28 2014	1402327768	0	8916	8916	209
Mon Jun 09 17:29:32 2014	1402327772	0	9056	9056	212
Mon Jun 09 17:29:19 2014	1402327759	97	9341	9438	347
Mon Jun 09 17:29:19 2014	1402327759	186	9505	9691	379
Mon Jun 09 17:29:30 2014	1402327770	0	11424	11424	205
Mon Jun 09 17:29:19 2014	1402327759	139	11758	11897	3414
Mon Jun 09 17:29:19 2014	1402327759	114	12179	12293	7258
Mon Jun 09 17:29:31 2014	1402327771	0	13689	13689	207
Mon Jun 09 17:29:19 2014	1402327759	141	14328	14469	982
Mon Jun 09 17:29:26 2014	1402327766	0	18008	18008	2458
Mon Jun 09 17:29:19 2014	1402327759	157	18781	18938	3878
Mon Jun 09 17:29:19 2014	1402327759	150	19998	20148	1083
Mon Jun 09 17:29:19 2014	1402327759	154	20988	21142	3901
Mon Jun 09 17:29:21 2014	1402327761	0	31183	31183	1285
