starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 09 17:29:24 2014	1402327764	0	2236	2236	223
Mon Jun 09 17:29:34 2014	1402327774	0	2264	2264	209
Mon Jun 09 17:29:27 2014	1402327767	0	2264	2264	204
Mon Jun 09 17:29:26 2014	1402327766	0	2274	2274	172
Mon Jun 09 17:29:29 2014	1402327769	0	2276	2276	200
Mon Jun 09 17:29:19 2014	1402327759	84	2197	2281	1521
Mon Jun 09 17:29:36 2014	1402327776	0	2281	2281	590
Mon Jun 09 17:29:19 2014	1402327759	181	2102	2283	353
Mon Jun 09 17:29:32 2014	1402327772	0	2288	2288	216
Mon Jun 09 17:29:36 2014	1402327776	0	2292	2292	230
Mon Jun 09 17:29:33 2014	1402327773	0	2310	2310	189
Mon Jun 09 17:29:32 2014	1402327772	0	2314	2314	595
Mon Jun 09 17:29:31 2014	1402327771	0	2322	2322	203
Mon Jun 09 17:29:37 2014	1402327777	0	2324	2324	110
Mon Jun 09 17:29:30 2014	1402327770	0	2346	2346	1649
Mon Jun 09 17:29:29 2014	1402327769	0	2361	2361	203
Mon Jun 09 17:29:22 2014	1402327762	0	2377	2377	265
Mon Jun 09 17:29:36 2014	1402327776	0	2388	2388	198
Mon Jun 09 17:29:25 2014	1402327765	0	2392	2392	204
Mon Jun 09 17:29:34 2014	1402327774	0	2394	2394	193
Mon Jun 09 17:29:32 2014	1402327772	0	2405	2405	528
Mon Jun 09 17:29:19 2014	1402327759	84	2326	2410	312
Mon Jun 09 17:29:21 2014	1402327761	0	2454	2454	231
Mon Jun 09 17:29:33 2014	1402327773	0	2488	2488	253
Mon Jun 09 17:29:24 2014	1402327764	0	2491	2491	201
Mon Jun 09 17:29:34 2014	1402327774	0	2491	2491	195
Mon Jun 09 17:29:33 2014	1402327773	0	2510	2510	281
Mon Jun 09 17:29:27 2014	1402327767	0	2511	2511	209
Mon Jun 09 17:29:35 2014	1402327775	0	2516	2516	892
Mon Jun 09 17:29:30 2014	1402327770	0	2519	2519	214
Mon Jun 09 17:29:35 2014	1402327775	0	2535	2535	230
Mon Jun 09 17:29:27 2014	1402327767	0	2540	2540	212
Mon Jun 09 17:29:33 2014	1402327773	0	2541	2541	264
Mon Jun 09 17:29:34 2014	1402327774	0	2587	2587	204
Mon Jun 09 17:29:19 2014	1402327759	102	2494	2596	367
Mon Jun 09 17:29:32 2014	1402327772	0	2608	2608	223
Mon Jun 09 17:29:19 2014	1402327759	109	2500	2610	376
Mon Jun 09 17:29:27 2014	1402327767	0	2612	2612	213
Mon Jun 09 17:29:19 2014	1402327759	101	2513	2613	351
Mon Jun 09 17:29:19 2014	1402327759	170	2446	2616	333
Mon Jun 09 17:29:28 2014	1402327768	0	2620	2620	212
Mon Jun 09 17:29:22 2014	1402327762	0	2632	2632	164
Mon Jun 09 17:29:32 2014	1402327772	0	2658	2658	226
Mon Jun 09 17:29:36 2014	1402327776	0	2659	2659	229
Mon Jun 09 17:29:31 2014	1402327771	0	2660	2660	118
Mon Jun 09 17:29:19 2014	1402327759	185	2482	2666	373
Mon Jun 09 17:29:19 2014	1402327759	90	2584	2674	327
Mon Jun 09 17:29:30 2014	1402327770	0	2683	2683	705
Mon Jun 09 17:29:36 2014	1402327776	0	2691	2691	215
Mon Jun 09 17:29:19 2014	1402327759	162	2535	2697	337
Mon Jun 09 17:29:21 2014	1402327761	0	2739	2739	176
Mon Jun 09 17:29:19 2014	1402327759	163	2592	2754	330
Mon Jun 09 17:29:29 2014	1402327769	0	2775	2775	206
Mon Jun 09 17:29:36 2014	1402327776	0	2802	2802	219
Mon Jun 09 17:29:27 2014	1402327767	0	2802	2802	196
Mon Jun 09 17:29:28 2014	1402327768	0	2802	2802	182
Mon Jun 09 17:29:23 2014	1402327763	0	2812	2812	239
Mon Jun 09 17:29:21 2014	1402327761	0	2850	2850	213
Mon Jun 09 17:29:19 2014	1402327759	70	2790	2860	298
Mon Jun 09 17:29:22 2014	1402327762	0	2888	2888	273
Mon Jun 09 17:29:19 2014	1402327759	196	2698	2893	397
Mon Jun 09 17:29:29 2014	1402327769	0	2894	2894	615
Mon Jun 09 17:29:29 2014	1402327769	0	2937	2937	225
Mon Jun 09 17:29:26 2014	1402327766	0	2950	2950	216
Mon Jun 09 17:29:23 2014	1402327763	0	2954	2954	267
Mon Jun 09 17:29:34 2014	1402327774	0	2956	2956	202
Mon Jun 09 17:29:19 2014	1402327759	84	2884	2968	329
Mon Jun 09 17:29:32 2014	1402327772	0	2986	2986	217
Mon Jun 09 17:29:27 2014	1402327767	0	3003	3003	606
Mon Jun 09 17:29:24 2014	1402327764	0	3004	3004	210
Mon Jun 09 17:29:26 2014	1402327766	0	3007	3007	226
Mon Jun 09 17:29:30 2014	1402327770	0	3027	3027	237
Mon Jun 09 17:29:28 2014	1402327768	0	3036	3036	202
Mon Jun 09 17:29:36 2014	1402327776	0	3039	3039	777
Mon Jun 09 17:29:28 2014	1402327768	0	3072	3072	610
Mon Jun 09 17:29:24 2014	1402327764	0	3089	3089	216
Mon Jun 09 17:29:20 2014	1402327760	0	3098	3098	298
Mon Jun 09 17:29:23 2014	1402327763	0	3115	3115	203
Mon Jun 09 17:29:26 2014	1402327766	0	3132	3132	189
Mon Jun 09 17:29:26 2014	1402327766	0	3163	3163	194
Mon Jun 09 17:29:32 2014	1402327772	0	3255	3255	223
Mon Jun 09 17:29:26 2014	1402327766	0	3281	3281	192
Mon Jun 09 17:29:34 2014	1402327774	0	3287	3287	192
Mon Jun 09 17:29:21 2014	1402327761	0	3310	3310	193
Mon Jun 09 17:29:32 2014	1402327772	0	3372	3372	220
Mon Jun 09 17:29:29 2014	1402327769	0	3377	3377	227
Mon Jun 09 17:29:36 2014	1402327776	0	3398	3398	648
Mon Jun 09 17:29:25 2014	1402327765	0	3399	3399	192
Mon Jun 09 17:29:28 2014	1402327768	0	3406	3406	569
Mon Jun 09 17:29:26 2014	1402327766	0	3413	3413	192
Mon Jun 09 17:29:35 2014	1402327775	0	3424	3424	222
Mon Jun 09 17:29:21 2014	1402327761	0	3435	3435	192
Mon Jun 09 17:29:35 2014	1402327775	0	3484	3484	1694
Mon Jun 09 17:29:19 2014	1402327759	185	3303	3488	356
Mon Jun 09 17:29:31 2014	1402327771	0	3491	3491	647
Mon Jun 09 17:29:29 2014	1402327769	0	3494	3494	942
Mon Jun 09 17:29:33 2014	1402327773	0	3495	3495	220
Mon Jun 09 17:29:35 2014	1402327775	0	3508	3508	1701
Mon Jun 09 17:29:28 2014	1402327768	0	3511	3511	215
Mon Jun 09 17:29:26 2014	1402327766	0	3530	3530	216
Mon Jun 09 17:29:19 2014	1402327759	191	3344	3535	385
Mon Jun 09 17:29:19 2014	1402327759	144	3402	3546	920
Mon Jun 09 17:29:30 2014	1402327770	0	3567	3567	210
Mon Jun 09 17:29:21 2014	1402327761	0	3575	3575	230
Mon Jun 09 17:29:35 2014	1402327775	0	3581	3581	649
Mon Jun 09 17:29:36 2014	1402327776	0	3612	3612	200
Mon Jun 09 17:29:26 2014	1402327766	0	3621	3621	803
Mon Jun 09 17:29:36 2014	1402327776	0	3641	3641	162
Mon Jun 09 17:29:26 2014	1402327766	0	3655	3655	773
Mon Jun 09 17:29:29 2014	1402327769	0	3686	3686	1300
Mon Jun 09 17:29:19 2014	1402327759	202	3489	3691	1598
Mon Jun 09 17:29:23 2014	1402327763	0	3693	3693	199
Mon Jun 09 17:29:19 2014	1402327759	77	3639	3716	312
Mon Jun 09 17:29:21 2014	1402327761	0	3719	3719	206
Mon Jun 09 17:29:23 2014	1402327763	0	3720	3720	669
Mon Jun 09 17:29:19 2014	1402327759	97	3626	3723	1539
Mon Jun 09 17:29:36 2014	1402327776	0	3739	3739	595
Mon Jun 09 17:29:28 2014	1402327768	0	3757	3757	1302
Mon Jun 09 17:29:19 2014	1402327759	105	3657	3762	1568
Mon Jun 09 17:29:27 2014	1402327767	0	3772	3772	224
Mon Jun 09 17:29:19 2014	1402327759	178	3657	3835	351
Mon Jun 09 17:29:35 2014	1402327775	0	3847	3847	110
Mon Jun 09 17:29:34 2014	1402327774	0	3871	3871	195
Mon Jun 09 17:29:19 2014	1402327759	75	3816	3891	318
Mon Jun 09 17:29:19 2014	1402327759	113	3788	3901	1451
Mon Jun 09 17:29:19 2014	1402327759	181	3757	3937	1555
Mon Jun 09 17:29:36 2014	1402327776	0	3940	3940	209
Mon Jun 09 17:29:28 2014	1402327768	0	3986	3986	209
Mon Jun 09 17:29:19 2014	1402327759	175	3850	4025	1536
Mon Jun 09 17:29:24 2014	1402327764	0	4073	4073	192
Mon Jun 09 17:29:36 2014	1402327776	0	4087	4087	203
Mon Jun 09 17:29:21 2014	1402327761	0	4101	4101	222
Mon Jun 09 17:29:24 2014	1402327764	0	4137	4137	1201
Mon Jun 09 17:29:35 2014	1402327775	0	4141	4141	250
Mon Jun 09 17:29:26 2014	1402327766	0	4142	4142	973
Mon Jun 09 17:29:19 2014	1402327759	206	3954	4160	1196
Mon Jun 09 17:29:30 2014	1402327770	0	4162	4162	759
Mon Jun 09 17:29:19 2014	1402327759	136	4048	4184	959
Mon Jun 09 17:29:34 2014	1402327774	0	4195	4195	220
Mon Jun 09 17:29:23 2014	1402327763	0	4282	4282	224
Mon Jun 09 17:29:23 2014	1402327763	0	4325	4325	226
Mon Jun 09 17:29:19 2014	1402327759	119	4272	4391	1015
Mon Jun 09 17:29:21 2014	1402327761	0	4466	4466	237
Mon Jun 09 17:29:19 2014	1402327759	134	4368	4502	997
Mon Jun 09 17:29:34 2014	1402327774	0	4541	4541	217
Mon Jun 09 17:29:26 2014	1402327766	0	4562	4562	205
Mon Jun 09 17:29:24 2014	1402327764	0	4596	4596	216
Mon Jun 09 17:29:28 2014	1402327768	0	4636	4636	1066
Mon Jun 09 17:29:34 2014	1402327774	0	4699	4699	227
Mon Jun 09 17:29:22 2014	1402327762	0	4735	4735	818
Mon Jun 09 17:29:29 2014	1402327769	0	4796	4796	206
Mon Jun 09 17:29:30 2014	1402327770	0	4886	4886	222
Mon Jun 09 17:29:22 2014	1402327762	0	4896	4896	3336
Mon Jun 09 17:29:29 2014	1402327769	0	4966	4966	217
Mon Jun 09 17:29:33 2014	1402327773	0	4979	4979	288
Mon Jun 09 17:29:19 2014	1402327759	202	4780	4982	401
Mon Jun 09 17:29:19 2014	1402327759	91	5014	5105	343
Mon Jun 09 17:29:27 2014	1402327767	0	5170	5170	202
