starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 09 19:27:16 2014	1402334836	0	0	0	46356
Mon Jun 09 19:27:08 2014	1402334828	0	0	0	38860
Mon Jun 09 19:27:25 2014	1402334845	0	0	0	294
Mon Jun 09 19:27:19 2014	1402334839	0	0	0	2909
Mon Jun 09 19:27:08 2014	1402334828	0	0	0	38850
Mon Jun 09 19:27:05 2014	1402334825	0	0	0	253
Mon Jun 09 19:26:09 2014	1402334769	0	100	100	89
Mon Jun 09 19:26:11 2014	1402334771	0	121	121	87
Mon Jun 09 19:26:09 2014	1402334769	0	124	124	100
Mon Jun 09 19:26:09 2014	1402334769	0	125	125	91
Mon Jun 09 19:26:10 2014	1402334770	0	127	127	95
Mon Jun 09 19:26:19 2014	1402334779	0	133	133	94
Mon Jun 09 19:26:09 2014	1402334769	0	134	134	121
Mon Jun 09 19:26:12 2014	1402334772	0	138	138	105
Mon Jun 09 19:26:12 2014	1402334772	0	144	144	111
Mon Jun 09 19:26:09 2014	1402334769	0	145	145	112
Mon Jun 09 19:26:05 2014	1402334765	0	146	146	65
Mon Jun 09 19:26:12 2014	1402334772	0	146	146	132
Mon Jun 09 19:26:11 2014	1402334771	0	148	148	115
Mon Jun 09 19:26:08 2014	1402334768	0	148	148	64
Mon Jun 09 19:26:12 2014	1402334772	0	151	151	118
Mon Jun 09 19:26:12 2014	1402334772	0	152	152	119
Mon Jun 09 19:26:12 2014	1402334772	0	156	156	121
Mon Jun 09 19:26:05 2014	1402334765	0	157	157	70
Mon Jun 09 19:26:05 2014	1402334765	0	157	157	55
Mon Jun 09 19:26:05 2014	1402334765	0	157	157	69
Mon Jun 09 19:26:03 2014	1402334763	0	157	157	124
Mon Jun 09 19:26:05 2014	1402334765	0	159	159	83
Mon Jun 09 19:26:05 2014	1402334765	0	160	160	55
Mon Jun 09 19:26:12 2014	1402334772	0	163	163	129
Mon Jun 09 19:26:11 2014	1402334771	0	163	163	145
Mon Jun 09 19:26:09 2014	1402334769	0	163	163	151
Mon Jun 09 19:26:05 2014	1402334765	0	164	164	90
Mon Jun 09 19:26:08 2014	1402334768	0	165	165	60
Mon Jun 09 19:26:11 2014	1402334771	0	165	165	134
Mon Jun 09 19:26:12 2014	1402334772	0	169	169	135
Mon Jun 09 19:26:05 2014	1402334765	0	170	170	54
Mon Jun 09 19:26:11 2014	1402334771	0	171	171	137
Mon Jun 09 19:26:11 2014	1402334771	0	172	172	114
Mon Jun 09 19:26:10 2014	1402334770	0	173	173	139
Mon Jun 09 19:26:08 2014	1402334768	0	174	174	56
Mon Jun 09 19:26:08 2014	1402334768	0	175	175	63
Mon Jun 09 19:26:08 2014	1402334768	0	177	177	86
Mon Jun 09 19:26:08 2014	1402334768	0	177	177	55
Mon Jun 09 19:26:21 2014	1402334781	0	177	177	154
Mon Jun 09 19:26:08 2014	1402334768	0	178	178	83
Mon Jun 09 19:26:08 2014	1402334768	0	178	178	61
Mon Jun 09 19:26:12 2014	1402334772	0	179	179	145
Mon Jun 09 19:26:12 2014	1402334772	0	181	181	145
Mon Jun 09 19:26:11 2014	1402334771	0	182	182	138
Mon Jun 09 19:26:13 2014	1402334773	0	183	183	149
Mon Jun 09 19:26:12 2014	1402334772	0	183	183	148
Mon Jun 09 19:26:08 2014	1402334768	0	186	186	64
Mon Jun 09 19:26:13 2014	1402334773	0	187	187	153
Mon Jun 09 19:26:13 2014	1402334773	0	193	193	159
Mon Jun 09 19:26:40 2014	1402334800	0	197	197	95
Mon Jun 09 19:26:05 2014	1402334765	0	198	198	60
Mon Jun 09 19:26:21 2014	1402334781	0	198	198	153
Mon Jun 09 19:26:13 2014	1402334773	0	199	199	162
Mon Jun 09 19:26:13 2014	1402334773	0	199	199	165
Mon Jun 09 19:26:09 2014	1402334769	0	199	199	68
Mon Jun 09 19:26:09 2014	1402334769	0	200	200	92
Mon Jun 09 19:26:05 2014	1402334765	0	201	201	57
Mon Jun 09 19:26:13 2014	1402334773	0	202	202	168
Mon Jun 09 19:26:13 2014	1402334773	0	204	204	169
Mon Jun 09 19:26:07 2014	1402334767	0	206	206	172
Mon Jun 09 19:26:05 2014	1402334765	0	207	207	75
Mon Jun 09 19:26:08 2014	1402334768	0	208	208	57
Mon Jun 09 19:26:09 2014	1402334769	0	209	209	70
Mon Jun 09 19:26:09 2014	1402334769	0	210	210	61
Mon Jun 09 19:26:12 2014	1402334772	0	212	212	148
Mon Jun 09 19:26:21 2014	1402334781	0	213	213	180
Mon Jun 09 19:26:14 2014	1402334774	0	218	218	86
Mon Jun 09 19:26:09 2014	1402334769	0	220	220	56
Mon Jun 09 19:26:14 2014	1402334774	0	224	224	110
Mon Jun 09 19:26:15 2014	1402334775	0	227	227	95
Mon Jun 09 19:26:10 2014	1402334770	0	229	229	88
Mon Jun 09 19:26:23 2014	1402334783	0	230	230	208
Mon Jun 09 19:26:06 2014	1402334766	0	234	234	105
Mon Jun 09 19:26:10 2014	1402334770	0	236	236	121
Mon Jun 09 19:26:02 2014	1402334762	0	239	239	100
Mon Jun 09 19:26:24 2014	1402334784	0	240	240	151
Mon Jun 09 19:26:05 2014	1402334765	0	240	240	91
Mon Jun 09 19:26:06 2014	1402334766	0	241	241	78
Mon Jun 09 19:26:14 2014	1402334774	0	242	242	111
Mon Jun 09 19:26:06 2014	1402334766	0	244	244	98
Mon Jun 09 19:26:06 2014	1402334766	0	244	244	119
Mon Jun 09 19:26:05 2014	1402334765	0	245	245	76
Mon Jun 09 19:26:26 2014	1402334786	0	247	247	82
Mon Jun 09 19:26:08 2014	1402334768	0	247	247	147
Mon Jun 09 19:26:11 2014	1402334771	0	247	247	98
Mon Jun 09 19:26:09 2014	1402334769	0	248	248	91
Mon Jun 09 19:26:10 2014	1402334770	0	248	248	129
Mon Jun 09 19:26:11 2014	1402334771	0	249	249	80
Mon Jun 09 19:26:14 2014	1402334774	0	249	249	89
Mon Jun 09 19:26:06 2014	1402334766	0	250	250	136
Mon Jun 09 19:26:25 2014	1402334785	0	251	251	200
Mon Jun 09 19:26:14 2014	1402334774	0	254	254	136
Mon Jun 09 19:26:22 2014	1402334782	0	258	258	244
Mon Jun 09 19:26:05 2014	1402334765	0	258	258	81
Mon Jun 09 19:26:09 2014	1402334769	0	259	259	136
Mon Jun 09 19:26:09 2014	1402334769	0	261	261	108
Mon Jun 09 19:26:22 2014	1402334782	0	261	261	199
Mon Jun 09 19:26:26 2014	1402334786	0	262	262	124
Mon Jun 09 19:26:09 2014	1402334769	0	262	262	100
Mon Jun 09 19:26:14 2014	1402334774	0	263	263	108
Mon Jun 09 19:26:09 2014	1402334769	0	265	265	151
Mon Jun 09 19:26:03 2014	1402334763	0	265	265	132
Mon Jun 09 19:26:10 2014	1402334770	0	266	266	122
Mon Jun 09 19:26:11 2014	1402334771	0	267	267	75
Mon Jun 09 19:26:24 2014	1402334784	0	267	267	102
Mon Jun 09 19:26:06 2014	1402334766	0	270	270	132
Mon Jun 09 19:26:10 2014	1402334770	0	271	271	109
Mon Jun 09 19:26:14 2014	1402334774	0	272	272	66
Mon Jun 09 19:26:14 2014	1402334774	0	273	273	105
Mon Jun 09 19:26:10 2014	1402334770	0	274	274	128
Mon Jun 09 19:26:14 2014	1402334774	0	276	276	114
Mon Jun 09 19:26:28 2014	1402334788	0	278	278	64
Mon Jun 09 19:26:10 2014	1402334770	0	278	278	133
Mon Jun 09 19:26:25 2014	1402334785	0	279	279	241
Mon Jun 09 19:26:14 2014	1402334774	0	279	279	100
Mon Jun 09 19:26:09 2014	1402334769	0	279	279	148
Mon Jun 09 19:26:24 2014	1402334784	0	280	280	87
Mon Jun 09 19:26:23 2014	1402334783	0	280	280	257
Mon Jun 09 19:26:26 2014	1402334786	0	280	280	150
Mon Jun 09 19:26:23 2014	1402334783	0	281	281	145
Mon Jun 09 19:26:14 2014	1402334774	0	281	281	142
Mon Jun 09 19:26:11 2014	1402334771	0	282	282	114
Mon Jun 09 19:26:28 2014	1402334788	0	282	282	90
Mon Jun 09 19:26:19 2014	1402334779	0	284	284	274
Mon Jun 09 19:26:02 2014	1402334762	0	285	285	135
Mon Jun 09 19:26:10 2014	1402334770	0	285	285	127
Mon Jun 09 19:26:11 2014	1402334771	0	286	286	102
Mon Jun 09 19:26:09 2014	1402334769	0	287	287	105
Mon Jun 09 19:26:12 2014	1402334772	0	287	287	128
Mon Jun 09 19:26:15 2014	1402334775	0	287	287	83
Mon Jun 09 19:26:25 2014	1402334785	0	288	288	254
Mon Jun 09 19:26:40 2014	1402334800	0	288	288	118
Mon Jun 09 19:26:23 2014	1402334783	0	292	292	158
Mon Jun 09 19:26:15 2014	1402334775	0	295	295	145
Mon Jun 09 19:26:09 2014	1402334769	0	297	297	143
Mon Jun 09 19:26:09 2014	1402334769	0	297	297	112
Mon Jun 09 19:26:15 2014	1402334775	0	297	297	163
Mon Jun 09 19:25:59 2014	1402334759	0	298	298	140
Mon Jun 09 19:26:24 2014	1402334784	0	299	299	104
Mon Jun 09 19:26:09 2014	1402334769	0	300	300	138
Mon Jun 09 19:26:10 2014	1402334770	0	300	300	141
Mon Jun 09 19:26:15 2014	1402334775	0	300	300	207
Mon Jun 09 19:26:06 2014	1402334766	0	300	300	121
Mon Jun 09 19:26:10 2014	1402334770	0	301	301	120
Mon Jun 09 19:26:11 2014	1402334771	0	303	303	117
Mon Jun 09 19:26:05 2014	1402334765	0	303	303	69
Mon Jun 09 19:26:14 2014	1402334774	0	304	304	89
Mon Jun 09 19:26:10 2014	1402334770	0	304	304	155
Mon Jun 09 19:26:10 2014	1402334770	0	306	306	118
Mon Jun 09 19:26:10 2014	1402334770	0	306	306	140
Mon Jun 09 19:26:10 2014	1402334770	0	307	307	121
Mon Jun 09 19:26:15 2014	1402334775	0	307	307	96
Mon Jun 09 19:26:14 2014	1402334774	0	308	308	122
Mon Jun 09 19:26:10 2014	1402334770	0	308	308	124
Mon Jun 09 19:26:09 2014	1402334769	0	308	308	141
Mon Jun 09 19:26:15 2014	1402334775	0	309	309	115
Mon Jun 09 19:26:14 2014	1402334774	0	310	310	119
Mon Jun 09 19:26:12 2014	1402334772	0	311	311	132
Mon Jun 09 19:26:06 2014	1402334766	0	311	311	136
Mon Jun 09 19:26:06 2014	1402334766	0	311	311	125
Mon Jun 09 19:26:15 2014	1402334775	0	311	311	117
Mon Jun 09 19:26:10 2014	1402334770	0	311	311	124
Mon Jun 09 19:26:14 2014	1402334774	0	311	311	148
Mon Jun 09 19:26:11 2014	1402334771	0	311	311	136
Mon Jun 09 19:26:35 2014	1402334795	0	311	311	74
Mon Jun 09 19:26:14 2014	1402334774	0	313	313	135
Mon Jun 09 19:26:15 2014	1402334775	0	313	313	145
Mon Jun 09 19:26:12 2014	1402334772	0	313	313	204
Mon Jun 09 19:26:15 2014	1402334775	0	314	314	125
Mon Jun 09 19:26:15 2014	1402334775	0	314	314	136
Mon Jun 09 19:26:00 2014	1402334760	0	314	314	161
Mon Jun 09 19:26:06 2014	1402334766	0	314	314	143
Mon Jun 09 19:26:16 2014	1402334776	0	315	315	175
Mon Jun 09 19:26:15 2014	1402334775	0	317	317	171
Mon Jun 09 19:26:02 2014	1402334762	0	317	317	124
Mon Jun 09 19:26:10 2014	1402334770	0	317	317	153
Mon Jun 09 19:26:06 2014	1402334766	0	318	318	115
Mon Jun 09 19:26:02 2014	1402334762	0	318	318	147
Mon Jun 09 19:26:06 2014	1402334766	0	318	318	131
Mon Jun 09 19:26:10 2014	1402334770	0	319	319	166
Mon Jun 09 19:26:06 2014	1402334766	0	320	320	141
Mon Jun 09 19:26:10 2014	1402334770	0	320	320	163
Mon Jun 09 19:26:07 2014	1402334767	0	321	321	128
Mon Jun 09 19:26:06 2014	1402334766	0	321	321	125
Mon Jun 09 19:26:00 2014	1402334760	0	323	323	172
Mon Jun 09 19:26:28 2014	1402334788	0	323	323	162
Mon Jun 09 19:26:11 2014	1402334771	0	325	325	153
Mon Jun 09 19:26:14 2014	1402334774	0	326	326	157
Mon Jun 09 19:26:15 2014	1402334775	0	326	326	114
Mon Jun 09 19:26:12 2014	1402334772	0	327	327	169
Mon Jun 09 19:26:06 2014	1402334766	0	328	328	159
Mon Jun 09 19:26:14 2014	1402334774	0	328	328	109
Mon Jun 09 19:26:11 2014	1402334771	0	330	330	165
Mon Jun 09 19:26:17 2014	1402334777	0	331	331	147
Mon Jun 09 19:26:11 2014	1402334771	0	331	331	142
Mon Jun 09 19:26:15 2014	1402334775	0	331	331	183
Mon Jun 09 19:26:17 2014	1402334777	0	333	333	127
Mon Jun 09 19:26:10 2014	1402334770	0	333	333	151
Mon Jun 09 19:26:20 2014	1402334780	0	333	333	128
Mon Jun 09 19:26:15 2014	1402334775	0	333	333	137
Mon Jun 09 19:26:15 2014	1402334775	0	333	333	188
Mon Jun 09 19:26:07 2014	1402334767	0	334	334	177
Mon Jun 09 19:26:11 2014	1402334771	0	334	334	149
Mon Jun 09 19:26:17 2014	1402334777	0	334	334	140
Mon Jun 09 19:26:07 2014	1402334767	0	334	334	166
Mon Jun 09 19:26:08 2014	1402334768	0	336	336	95
Mon Jun 09 19:26:20 2014	1402334780	0	336	336	143
Mon Jun 09 19:26:06 2014	1402334766	0	336	336	158
Mon Jun 09 19:26:08 2014	1402334768	0	337	337	156
Mon Jun 09 19:26:15 2014	1402334775	0	337	337	135
Mon Jun 09 19:26:07 2014	1402334767	0	337	337	169
Mon Jun 09 19:26:12 2014	1402334772	0	338	338	141
Mon Jun 09 19:26:29 2014	1402334789	0	338	338	131
Mon Jun 09 19:26:07 2014	1402334767	0	338	338	149
Mon Jun 09 19:26:07 2014	1402334767	0	340	340	145
Mon Jun 09 19:26:04 2014	1402334764	0	341	341	152
Mon Jun 09 19:26:07 2014	1402334767	0	341	341	162
Mon Jun 09 19:26:26 2014	1402334786	0	342	342	145
Mon Jun 09 19:26:17 2014	1402334777	0	343	343	176
Mon Jun 09 19:26:18 2014	1402334778	0	343	343	309
Mon Jun 09 19:26:28 2014	1402334788	0	345	345	85
Mon Jun 09 19:26:05 2014	1402334765	0	345	345	235
Mon Jun 09 19:26:15 2014	1402334775	0	347	347	186
Mon Jun 09 19:26:05 2014	1402334765	0	348	348	106
Mon Jun 09 19:26:20 2014	1402334780	0	350	350	221
Mon Jun 09 19:26:15 2014	1402334775	0	350	350	149
Mon Jun 09 19:26:18 2014	1402334778	0	351	351	157
Mon Jun 09 19:26:07 2014	1402334767	0	356	356	181
Mon Jun 09 19:26:06 2014	1402334766	0	357	357	193
Mon Jun 09 19:26:11 2014	1402334771	0	358	358	168
Mon Jun 09 19:26:17 2014	1402334777	0	358	358	169
Mon Jun 09 19:26:07 2014	1402334767	0	358	358	149
Mon Jun 09 19:26:17 2014	1402334777	0	360	360	94
Mon Jun 09 19:26:20 2014	1402334780	0	360	360	195
Mon Jun 09 19:26:15 2014	1402334775	0	360	360	135
Mon Jun 09 19:26:16 2014	1402334776	0	361	361	237
Mon Jun 09 19:26:26 2014	1402334786	0	361	361	165
Mon Jun 09 19:26:07 2014	1402334767	0	361	361	166
Mon Jun 09 19:26:07 2014	1402334767	0	363	363	164
Mon Jun 09 19:26:07 2014	1402334767	0	364	364	159
Mon Jun 09 19:26:30 2014	1402334790	0	364	364	102
Mon Jun 09 19:26:07 2014	1402334767	0	364	364	175
Mon Jun 09 19:26:18 2014	1402334778	0	365	365	171
Mon Jun 09 19:26:08 2014	1402334768	0	368	368	83
Mon Jun 09 19:26:07 2014	1402334767	0	368	368	178
Mon Jun 09 19:26:09 2014	1402334769	0	368	368	101
Mon Jun 09 19:26:28 2014	1402334788	0	368	368	61
Mon Jun 09 19:26:24 2014	1402334784	0	369	369	127
Mon Jun 09 19:26:08 2014	1402334768	0	370	370	110
Mon Jun 09 19:26:09 2014	1402334769	0	372	372	140
Mon Jun 09 19:26:09 2014	1402334769	0	373	373	141
Mon Jun 09 19:26:29 2014	1402334789	0	374	374	192
Mon Jun 09 19:26:17 2014	1402334777	0	376	376	181
Mon Jun 09 19:26:04 2014	1402334764	0	377	377	152
Mon Jun 09 19:26:12 2014	1402334772	0	377	377	172
Mon Jun 09 19:26:29 2014	1402334789	0	378	378	155
Mon Jun 09 19:26:27 2014	1402334787	0	378	378	176
Mon Jun 09 19:26:13 2014	1402334773	0	378	378	179
Mon Jun 09 19:26:08 2014	1402334768	0	378	378	116
Mon Jun 09 19:26:29 2014	1402334789	0	380	380	157
Mon Jun 09 19:26:03 2014	1402334763	0	383	383	140
Mon Jun 09 19:26:17 2014	1402334777	0	384	384	167
Mon Jun 09 19:26:06 2014	1402334766	0	386	386	129
Mon Jun 09 19:26:18 2014	1402334778	0	386	386	172
Mon Jun 09 19:26:24 2014	1402334784	0	386	386	155
Mon Jun 09 19:26:17 2014	1402334777	0	386	386	153
Mon Jun 09 19:26:32 2014	1402334792	0	387	387	178
Mon Jun 09 19:26:12 2014	1402334772	0	387	387	175
Mon Jun 09 19:26:13 2014	1402334773	0	388	388	171
Mon Jun 09 19:26:17 2014	1402334777	0	389	389	212
Mon Jun 09 19:26:13 2014	1402334773	0	390	390	165
Mon Jun 09 19:26:26 2014	1402334786	0	391	391	183
Mon Jun 09 19:26:16 2014	1402334776	0	392	392	163
Mon Jun 09 19:26:17 2014	1402334777	0	392	392	176
Mon Jun 09 19:26:21 2014	1402334781	0	394	394	178
Mon Jun 09 19:26:11 2014	1402334771	0	394	394	142
Mon Jun 09 19:26:30 2014	1402334790	0	394	394	193
Mon Jun 09 19:26:32 2014	1402334792	0	394	394	176
Mon Jun 09 19:26:13 2014	1402334773	0	395	395	189
Mon Jun 09 19:26:22 2014	1402334782	0	396	396	132
Mon Jun 09 19:26:16 2014	1402334776	0	398	398	237
Mon Jun 09 19:26:26 2014	1402334786	0	398	398	192
Mon Jun 09 19:26:16 2014	1402334776	0	399	399	197
Mon Jun 09 19:26:09 2014	1402334769	0	402	402	134
Mon Jun 09 19:26:16 2014	1402334776	0	403	403	281
Mon Jun 09 19:26:21 2014	1402334781	0	404	404	194
Mon Jun 09 19:26:17 2014	1402334777	0	404	404	258
Mon Jun 09 19:26:11 2014	1402334771	0	404	404	125
Mon Jun 09 19:26:24 2014	1402334784	0	405	405	233
Mon Jun 09 19:26:13 2014	1402334773	0	405	405	189
Mon Jun 09 19:26:00 2014	1402334760	0	414	414	194
Mon Jun 09 19:26:17 2014	1402334777	0	414	414	226
Mon Jun 09 19:26:18 2014	1402334778	0	414	414	168
Mon Jun 09 19:26:34 2014	1402334794	0	415	415	202
Mon Jun 09 19:26:09 2014	1402334769	0	416	416	132
Mon Jun 09 19:26:27 2014	1402334787	0	418	418	176
Mon Jun 09 19:26:16 2014	1402334776	0	420	420	140
Mon Jun 09 19:26:18 2014	1402334778	0	421	421	195
Mon Jun 09 19:26:00 2014	1402334760	0	424	424	182
Mon Jun 09 19:26:02 2014	1402334762	0	424	424	145
Mon Jun 09 19:26:27 2014	1402334787	0	425	425	200
Mon Jun 09 19:26:27 2014	1402334787	0	425	425	196
Mon Jun 09 19:26:10 2014	1402334770	0	427	427	140
Mon Jun 09 19:26:35 2014	1402334795	0	427	427	67
Mon Jun 09 19:26:08 2014	1402334768	0	429	429	130
Mon Jun 09 19:26:08 2014	1402334768	0	430	430	295
Mon Jun 09 19:26:09 2014	1402334769	0	430	430	143
Mon Jun 09 19:26:19 2014	1402334779	0	432	432	235
Mon Jun 09 19:26:24 2014	1402334784	0	433	433	133
Mon Jun 09 19:26:24 2014	1402334784	0	435	435	337
Mon Jun 09 19:26:14 2014	1402334774	0	435	435	87
Mon Jun 09 19:26:05 2014	1402334765	0	438	438	82
Mon Jun 09 19:26:13 2014	1402334773	0	441	441	277
Mon Jun 09 19:26:13 2014	1402334773	0	441	441	174
Mon Jun 09 19:26:16 2014	1402334776	0	441	441	199
Mon Jun 09 19:26:46 2014	1402334806	0	444	444	131
Mon Jun 09 19:26:16 2014	1402334776	0	445	445	141
Mon Jun 09 19:26:16 2014	1402334776	0	445	445	195
Mon Jun 09 19:26:26 2014	1402334786	0	445	445	141
Mon Jun 09 19:26:14 2014	1402334774	0	449	449	85
Mon Jun 09 19:26:12 2014	1402334772	0	449	449	126
Mon Jun 09 19:26:15 2014	1402334775	0	451	451	192
Mon Jun 09 19:26:15 2014	1402334775	0	452	452	139
Mon Jun 09 19:26:06 2014	1402334766	0	453	453	136
Mon Jun 09 19:26:26 2014	1402334786	0	454	454	192
Mon Jun 09 19:26:22 2014	1402334782	0	455	455	176
Mon Jun 09 19:26:03 2014	1402334763	0	455	455	123
Mon Jun 09 19:26:51 2014	1402334811	0	461	461	137
Mon Jun 09 19:26:23 2014	1402334783	0	462	462	200
Mon Jun 09 19:26:21 2014	1402334781	0	464	464	312
Mon Jun 09 19:26:15 2014	1402334775	0	464	464	158
Mon Jun 09 19:26:36 2014	1402334796	0	466	466	121
Mon Jun 09 19:26:22 2014	1402334782	0	466	466	187
Mon Jun 09 19:26:18 2014	1402334778	0	467	467	189
Mon Jun 09 19:26:24 2014	1402334784	0	467	467	324
Mon Jun 09 19:26:04 2014	1402334764	0	473	473	153
Mon Jun 09 19:26:11 2014	1402334771	0	474	474	121
Mon Jun 09 19:26:35 2014	1402334795	0	475	475	198
Mon Jun 09 19:26:26 2014	1402334786	0	476	476	126
Mon Jun 09 19:26:11 2014	1402334771	0	477	477	169
Mon Jun 09 19:26:04 2014	1402334764	0	477	477	172
Mon Jun 09 19:26:14 2014	1402334774	0	478	478	161
Mon Jun 09 19:26:29 2014	1402334789	0	479	479	138
Mon Jun 09 19:26:21 2014	1402334781	0	479	479	294
Mon Jun 09 19:26:23 2014	1402334783	0	479	479	273
Mon Jun 09 19:26:28 2014	1402334788	0	480	480	149
Mon Jun 09 19:26:08 2014	1402334768	0	481	481	160
Mon Jun 09 19:26:12 2014	1402334772	0	483	483	175
Mon Jun 09 19:26:13 2014	1402334773	0	483	483	426
Mon Jun 09 19:26:33 2014	1402334793	0	485	485	102
Mon Jun 09 19:26:26 2014	1402334786	0	489	489	192
Mon Jun 09 19:26:25 2014	1402334785	0	490	490	99
Mon Jun 09 19:26:18 2014	1402334778	0	490	490	195
Mon Jun 09 19:26:29 2014	1402334789	0	492	492	158
Mon Jun 09 19:26:20 2014	1402334780	0	492	492	143
Mon Jun 09 19:26:21 2014	1402334781	0	495	495	329
Mon Jun 09 19:26:25 2014	1402334785	0	496	496	143
Mon Jun 09 19:26:16 2014	1402334776	0	497	497	349
Mon Jun 09 19:26:16 2014	1402334776	0	498	498	349
Mon Jun 09 19:26:16 2014	1402334776	0	498	498	149
Mon Jun 09 19:26:30 2014	1402334790	0	499	499	87
Mon Jun 09 19:26:21 2014	1402334781	0	501	501	123
Mon Jun 09 19:26:12 2014	1402334772	0	502	502	146
Mon Jun 09 19:26:16 2014	1402334776	0	504	504	131
Mon Jun 09 19:26:04 2014	1402334764	0	504	504	156
Mon Jun 09 19:26:28 2014	1402334788	0	509	509	169
Mon Jun 09 19:26:04 2014	1402334764	0	513	513	179
Mon Jun 09 19:26:11 2014	1402334771	0	518	518	158
Mon Jun 09 19:26:26 2014	1402334786	0	519	519	151
Mon Jun 09 19:26:14 2014	1402334774	0	521	521	121
Mon Jun 09 19:26:04 2014	1402334764	0	523	523	152
Mon Jun 09 19:26:31 2014	1402334791	0	524	524	162
Mon Jun 09 19:26:32 2014	1402334792	0	526	526	162
Mon Jun 09 19:26:31 2014	1402334791	0	526	526	172
Mon Jun 09 19:26:17 2014	1402334777	0	527	527	160
Mon Jun 09 19:26:21 2014	1402334781	0	528	528	175
Mon Jun 09 19:26:31 2014	1402334791	0	528	528	161
Mon Jun 09 19:26:29 2014	1402334789	0	529	529	163
Mon Jun 09 19:26:07 2014	1402334767	0	530	530	186
Mon Jun 09 19:26:17 2014	1402334777	0	532	532	180
Mon Jun 09 19:26:40 2014	1402334800	0	533	533	115
Mon Jun 09 19:26:17 2014	1402334777	0	536	536	199
Mon Jun 09 19:26:21 2014	1402334781	0	537	537	146
Mon Jun 09 19:26:30 2014	1402334790	0	538	538	91
Mon Jun 09 19:26:35 2014	1402334795	0	539	539	99
Mon Jun 09 19:26:25 2014	1402334785	0	539	539	236
Mon Jun 09 19:26:31 2014	1402334791	0	541	541	193
Mon Jun 09 19:26:28 2014	1402334788	0	542	542	194
Mon Jun 09 19:26:04 2014	1402334764	0	542	542	180
Mon Jun 09 19:26:29 2014	1402334789	0	543	543	181
Mon Jun 09 19:26:24 2014	1402334784	0	543	543	208
Mon Jun 09 19:26:24 2014	1402334784	0	544	544	260
Mon Jun 09 19:26:25 2014	1402334785	0	546	546	208
Mon Jun 09 19:26:35 2014	1402334795	0	546	546	82
Mon Jun 09 19:26:31 2014	1402334791	0	546	546	169
Mon Jun 09 19:26:41 2014	1402334801	0	548	548	90
Mon Jun 09 19:26:35 2014	1402334795	0	549	549	86
Mon Jun 09 19:26:23 2014	1402334783	0	551	551	281
Mon Jun 09 19:26:38 2014	1402334798	0	551	551	81
Mon Jun 09 19:26:19 2014	1402334779	0	552	552	334
Mon Jun 09 19:26:19 2014	1402334779	0	552	552	291
Mon Jun 09 19:26:14 2014	1402334774	0	555	555	113
